model,dataset,seq_len,pred_len,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,real_scalar_equivalent,fp32_model_mib,parameter_source,seed,train_seconds,test_elapsed_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,published_reference_mse,published_reference_source,notes
CycleNet,ETTh2,96,336,ok,0.4246993660926819,0.4339267611503601,,0.651689624049,32760,,,32760,0.124969482,logged_n_param,2026,19.8549,,0.5835,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh2,96,336,ok,0.41966599225997925,0.42777591943740845,,0.647816326021,2912,,,5824,0.022216797,logged_n_param,2026,53.3295,,0.9541,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh2,96,336,ok,0.4205617308616638,0.4276490807533264,,0.648507309798,81,,,81,0.000308990,logged_n_param,2026,25.2609,,0.8272,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh2,96,336,ok,0.5086455941200256,0.49435877799987793,,0.713193938645,3298512,,,3298512,12.582824707,logged_n_param,2026,26.1828,,1.2427,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh2,96,336,ok,0.4226026237010956,0.43522629141807556,,0.650078936515,111294,,,111294,0.424552917,logged_n_param,2026,33.3307,,1.6648,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh2,96,336,ok,0.4237966537475586,0.4322473406791687,,0.650996661856,255184,,,255184,0.973449707,logged_n_param,2026,31.6257,,0.998,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTh2,96,336,ok,0.41966110467910767,0.4293452501296997,,0.64781255366,81488,,,81488,0.310852051,logged_n_param,2026,64.2894,,0.7248,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTh2,96,336,ok,0.48955056071281433,0.4813942015171051,,0.69967889829,65184,,,65184,0.248657227,logged_n_param,2026,16.1994,,0.9462,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTh2,96,336,ok,0.4264834225177765,0.43002572655677795,,0.653056982596,77,,,135,0.000514984,logged_n_param,2026,31.2335,,0.8181,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTh2,96,336,ok,0.4102147718330403,0.42115806734279543,1.7411152668879841,0.640480110412,1598,,,1598,0.006095886,0716v2_audited_param_count,2021,77.21845841407776,,1.9906511306762695,0.18850717810668738,34.783203125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,ETTh2,96,336,ok,0.4116258053378967,0.42575863249034923,1.7516876301378186,0.641580708359,445016,222984,222032,445016,1.697601318,0716v2_audited_param_count,2026,23.960408449172974,,1.0014257431030273,0.0617316766680458,58.21044921875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTh2,96,720,ok,0.45082242321299554,0.45830650251250604,2.137050847509596,0.671433111496,3074,,,3074,0.011726379,locked_3seed_actual_param_count,"2024,2025,2026",20.53157631556193,,,,85.5283203125,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTh2,96,720,ok,0.44010740518569946,0.4494432806968689,,0.663405912836,981752,,,981752,3.745086670,logged_n_param,2026,18.3141,,0.7388,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTh2,96,720,ok,0.4521522521972656,0.4571126103401184,,0.672422673768,70008,,,70008,0.267059326,logged_n_param,2026,18.7085,,0.7819,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh2,96,720,ok,0.4227452874183655,0.4400418698787689,,0.650188655252,5512,,,11024,0.042053223,logged_n_param,2026,58.2658,,1.0587,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh2,96,720,ok,0.4200984537601471,0.4377323389053345,,0.648150024115,145,,,145,0.000553131,logged_n_param,2026,24.3396,,0.8831,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh2,96,720,ok,0.7281586527824402,0.6124299764633179,,0.853322127208,3397200,,,3397200,12.959289551,logged_n_param,2026,29.4353,,1.1424,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh2,96,720,ok,0.4493144154548645,0.4574469029903412,,0.670309193921,209982,,,209982,0.801017761,logged_n_param,2026,27.0069,,1.5942,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh2,96,720,ok,0.43535900115966797,0.4503791034221649,,0.659817399861,304720,,,304720,1.162414551,logged_n_param,2026,27.9512,,1.0916,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTh2,96,720,ok,0.42343249917030334,0.4423762261867523,,0.650716911698,155600,,,155600,0.593566895,logged_n_param,2026,84.918,,0.9217,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTh2,96,720,ok,0.6938760280609131,0.5913785696029663,,0.832992213686,139680,,,139680,0.532836914,logged_n_param,2026,19.8255,,1.055,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTh2,96,720,ok,0.42839398980140686,0.44342145323753357,,0.654518135579,117,,,207,0.000789642,logged_n_param,2026,40.6344,,0.7768,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTh2,96,720,ok,0.41813983941947674,0.43877033643181584,1.9768844106988654,0.646637332219,614,,,614,0.002342224,0716v2_audited_param_count,2021,60.86580848693848,,1.8824753761291504,0.19123844331762185,35.35302734375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,ETTh2,96,720,ok,0.43018596482584304,0.4462744891928838,2.0822170032883016,0.655885633953,839000,419976,419024,839000,3.200531006,0716v2_audited_param_count,2026,25.083976984024048,,1.658804178237915,0.17372641431435784,67.8857421875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTm1,96,96,ok,0.3203779513138896,0.35841993311139525,2.1829948004600306,0.566019391288,6074,,,6074,0.023170471,locked_3seed_actual_param_count,"2024,2025,2026",32.599785248438515,,,,41.25537109375,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTm1,96,96,ok,0.30999717116355896,0.35191619396209717,,0.556773895907,662144,,,662144,2.525878906,logged_n_param,2026,27.4644,,0.9287,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTm1,96,96,ok,0.32552361488342285,0.3638309836387634,,0.570546768358,9984,,,9984,0.038085938,logged_n_param,2026,29.4589,,0.8346,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTm1,96,96,ok,0.3729449510574341,0.38803818821907043,,0.610692190107,112,,,224,0.000854492,logged_n_param,2026,96.1184,,1.6991,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTm1,96,96,ok,0.3879808783531189,0.3944582939147949,,0.62288111093,41,,,41,0.000156403,logged_n_param,2026,31.1731,,0.9944,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTm1,96,96,ok,0.3389061391353607,0.37483713030815125,,0.582156455891,3236832,,,3236832,12.347534180,logged_n_param,2026,91.6417,,2.7952,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTm1,96,96,ok,0.3319801390171051,0.3675922453403473,,0.576177176758,49614,,,49614,0.189262390,logged_n_param,2026,46.5109,,2.9622,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTm1,96,96,ok,0.34596380591392517,0.3777419626712799,,0.588186880093,224224,,,224224,0.855346680,logged_n_param,2026,76.7337,,3.1746,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTm1,96,96,ok,0.3217446506023407,0.35943618416786194,,0.567225396648,548704,,,548704,2.093139648,logged_n_param,2026,93.8075,,1.5446,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTm1,96,96,ok,0.34636393189430237,0.3700192868709564,,0.588526916882,18624,,,18624,0.071044922,logged_n_param,2026,65.3486,,2.7697,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTm1,96,96,ok,0.3540966510772705,0.37306877970695496,,0.595060207943,293,,,677,0.002582550,logged_n_param,2026,50.4959,,1.7336,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTm1,96,96,ok,0.32515678938603476,0.35521333891769413,2.106925292355168,0.570225209357,3016,,,3016,0.011505127,0716v2_audited_param_count,2021,479.5332624912262,,4.040083408355713,0.13072223090760296,34.40478515625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,ETTm1,96,96,ok,0.31046365336649173,0.35402066906781565,2.2437259745244504,0.557192653726,51056,26256,24800,51056,0.194763184,0716v2_audited_param_count,2026,35.71494722366333,,1.6213479042053223,0.03371172483717,71.19091796875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTm1,96,192,ok,0.3600282502310758,0.37729034604704276,2.2526311562705135,0.600023541397,6138,,,6138,0.023414612,locked_3seed_actual_param_count,"2024,2025,2026",37.933704694112144,,,,47.91650390625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTm1,96,192,ok,0.36290422081947327,0.38172420859336853,,0.60241532253,711392,,,711392,2.713745117,logged_n_param,2026,21.4295,,1.0625,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTm1,96,192,ok,0.366817444562912,0.38268956542015076,,0.605654558773,19296,,,19296,0.073608398,logged_n_param,2026,33.7302,,0.9571,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTm1,96,192,ok,0.4041398763656616,0.4012943506240845,,0.63571996694,168,,,336,0.001281738,logged_n_param,2026,102.3177,,1.8767,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTm1,96,192,ok,0.41493138670921326,0.4052421450614929,,0.644151679893,57,,,57,0.000217438,logged_n_param,2026,25.2085,,1.1744,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
