model,dataset,seq_len,pred_len,seed,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,train_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,notes
PhaseFormer,ETTh2,720,336,2026,ok,0.3701070621623775,0.4046840989508938,1.7412123927124015,0.6083642512199229,1806,,,73.55926275253296,1.3875882625579834,0.11007169557530397,35.81201171875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile
FreqCycle,ETTh2,720,336,2026,ok,0.38029544764733003,0.4203060562392038,1.8786741461017709,0.616680993422,1126528,585008,541520,77.4927327632904,1.148845911026001,0.0970078783186632,490.29345703125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),ETTh2,720,720,2026,ok,0.4037809855010673,0.4403831092109793,2.083755029274376,0.63543763305384,3394,,,20.234436750411987,1.6107046604156494,0.17824746646090034,111.1123046875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r2_t16; input=pcke; input_k=1; basis=64; recent=96; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.5; lr=0.005
TQNet,ETTh2,720,720,2026,ok,0.4228421449661255,0.45209822058677673,,0.650263135174,3340472,,,18.1384,0.9385,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTh2,720,720,2026,ok,0.4179643392562866,0.45116937160491943,,0.646501615819,519288,,,23.9941,0.7292,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh2,720,720,2026,ok,0.3782028257846832,0.42392873764038086,,0.614981971918,65884,,,63.7319,1.01,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh2,720,720,2026,ok,0.3816608488559723,0.42367666959762573,,0.617787057857,925,,,30.6028,0.9521,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh2,720,720,2026,ok,0.8486284017562866,0.6630163192749023,,0.921210291821,23844432,,,33.4383,1.3136,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh2,720,720,2026,ok,0.42345696687698364,0.451883465051651,,0.650735712004,370350,,,21.8501,1.5976,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh2,720,720,2026,ok,0.4310358762741089,0.46062490344047546,,0.656533225568,384592,,,25.5202,1.3669,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTh2,720,720,2026,ok,0.396075040102005,0.4358846843242645,,0.629344929353,1055408,,,60.3994,0.874,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTh2,720,720,2026,ok,0.7751088738441467,0.6260589957237244,,0.8804026771,1038240,,,26.4875,1.1498,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTh2,720,720,2026,ok,0.3805728256702423,0.42355766892433167,,0.616905848303,187,,,62.1185,0.9475,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTh2,720,720,2026,ok,0.4098819425669797,0.4398836830649663,2.1086953259639145,0.6402202297389389,718,,,65.07014632225037,1.7629876136779785,0.18828142471691228,36.38134765625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l1_d4_h1_r4; completion_0716v2_locked_profile
FreqCycle,ETTh2,720,720,2026,ok,0.41944466466771874,0.4498965471413718,2.1191325982142937,0.647645477609,1520512,782000,738512,71.5767674446106,1.7758347988128662,0.20311237566047233,496.48046875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),ETTm1,720,96,2026,ok,0.28690916923129245,0.3401005766849335,2.1487741617658638,0.53563902885366,10146,,,59.78868532180786,1.339568853378296,0.01758933321550423,62.1494140625,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r4_t32; input=pcke; input_k=1; basis=64; recent=96; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.5; lr=0.005
TQNet,ETTm1,720,96,2026,ok,0.2986374795436859,0.35090240836143494,,0.546477336716,3020864,,,28.8972,1.2363,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTm1,720,96,2026,ok,0.3093375861644745,0.35583487153053284,,0.556181252978,69888,,,37.1349,1.1622,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTm1,720,96,2026,ok,0.3188023865222931,0.35981908440589905,,0.56462588191,2112,,,122.3225,1.9892,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTm1,720,96,2026,ok,0.3385867476463318,0.3711400032043457,,0.58188207366,145,,,52.6705,1.4243,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTm1,720,96,2026,ok,0.36896827816963196,0.38762760162353516,,0.607427590886,23684064,,,133.2056,3.8675,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTm1,720,96,2026,ok,0.320210725069046,0.36763253808021545,,0.565871650703,209982,,,72.5406,3.3358,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTm1,720,96,2026,ok,0.31721365451812744,0.37108859419822693,,0.563217235637,304096,,,83.9107,3.5872,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTm1,720,96,2026,ok,0.29760363698005676,0.3523174524307251,,0.545530601323,1517152,,,261.2999,2.3061,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTm1,720,96,2026,ok,0.31389403343200684,0.3563418984413147,,0.560262468341,138432,,,34.69,3.1483,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTm1,720,96,2026,ok,0.33563119173049927,0.37527450919151306,,0.579336855146,653,,,72.7179,2.0505,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTm1,720,96,2026,ok,0.29532520196321277,0.3455300111006587,2.170397387775134,0.5434383147729029,3666,,,527.4467353820801,3.4915049076080322,0.10972522730537623,35.701171875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l2_d8_h1_r8; completion_0716v2_locked_profile
FreqCycle,ETTm1,720,96,2026,ok,0.2970054792030497,0.3528414653657353,2.2578036622225306,0.544982090718,253336,148664,104672,300.68732833862305,2.0585615634918213,0.0734102277643571,484.5595703125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),ETTm1,720,192,2026,ok,0.3237226136434635,0.36329888192331755,2.251168235265354,0.568966267579602,10210,,,78.99104309082031,1.2368929386138916,0.01843479124179574,75.28662109375,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r4_t32; input=pcke; input_k=1; basis=64; recent=96; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.5; lr=0.005
TQNet,ETTm1,720,192,2026,ok,0.3308126628398895,0.3722689151763916,,0.575163161929,3070112,,,29.3237,1.2689,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTm1,720,192,2026,ok,0.33956289291381836,0.37396177649497986,,0.582720252706,139104,,,41.1443,1.2227,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTm1,720,192,2026,ok,0.34534579515457153,0.3743635416030884,,0.587661292884,2376,,,128.6049,2.0696,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTm1,720,192,2026,ok,0.36108458042144775,0.3823169767856598,,0.600903137304,265,,,45.3886,1.4543,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTm1,720,192,2026,ok,0.4003933072090149,0.42054328322410583,,0.632766392288,23708736,,,108.0971,3.8122,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTm1,720,192,2026,ok,0.3602975010871887,0.38974472880363464,,0.600247866375,234654,,,68.0655,3.13,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTm1,720,192,2026,ok,0.34846290946006775,0.3873361051082611,,0.590307470273,316480,,,85.8856,3.3699,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTm1,720,192,2026,ok,0.33582746982574463,0.3738658130168915,,0.579506229324,2623168,,,251.5335,2.4573,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTm1,720,192,2026,ok,0.34316131472587585,0.37610408663749695,,0.585799722368,276864,,,36.7291,3.021,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTm1,720,192,2026,ok,0.3530093729496002,0.383041113615036,,0.594145918903,863,,,75.5851,1.9271,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTm1,720,192,2026,ok,0.324119122011441,0.36051558824815566,2.2097781602522035,0.5693146072352623,3702,,,507.6018509864807,4.068242788314819,0.12383200990992033,35.94140625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l2_d8_h1_r8; completion_0716v2_locked_profile
FreqCycle,ETTm1,720,192,2026,ok,0.33381343302802186,0.37340903933586833,2.3180905456912635,0.577765898118,278104,161048,117056,285.2446961402893,2.5570945739746094,0.07779515476699898,485.615234375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),ETTm1,720,336,2026,ok,0.35357943614499543,0.382870242602821,2.3340488940596638,0.59462545870909,10274,,,67.45444750785828,1.8827886581420898,0.037638379073967,92.29443359375,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r4_t32; input=pcke; input_k=1; basis=64; recent=96; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.5; lr=0.005
TQNet,ETTm1,720,336,2026,ok,0.37157607078552246,0.3963717520236969,,0.609570398548,3143984,,,28.2441,1.2942,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTm1,720,336,2026,ok,0.3641086220741272,0.387827068567276,,0.603414138113,242928,,,47.5126,1.43,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTm1,720,336,2026,ok,0.37235257029533386,0.3899894654750824,,0.610206989714,2772,,,140.741,2.1269,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTm1,720,336,2026,ok,0.3762289881706238,0.39092615246772766,,0.613375079515,445,,,49.1139,1.512,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
